secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Radhakrishnan et al., 2019	17.0565	17_0565	2017/11/10	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Sofumer	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Sofumer	Infected Leaf	Unknown	Yellow Rust	Sinana Kabira	Ethiopia	Unknown	Unknown	raw_reads/17_0565/R1.fq.gz	raw_reads/17_0565/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0567	17_0567	2017/11/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Selka	Ethiopia	Unknown	Unknown	raw_reads/17_0567/R1.fq.gz	raw_reads/17_0567/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0569	17_0569	2017/11/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kasuku	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kasuku	Infected Leaf	Unknown	Yellow Rust	Sinana RS	Ethiopia	Unknown	Unknown	raw_reads/17_0569/R1.fq.gz	raw_reads/17_0569/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0570	17_0570	2017/11/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum durum	Bulala	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Bulala (Triticale)	Infected Leaf	Unknown	Yellow Rust	Sinana RS	Ethiopia	Unknown	Unknown	raw_reads/17_0570/R1.fq.gz	raw_reads/17_0570/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0571	17_0571	2017/11/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana RS	Ethiopia	Unknown	Unknown	raw_reads/17_0571/R1.fq.gz	raw_reads/17_0571/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0593	17_0593	2017/07/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Wane	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Wane	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/17_0593/R1.fq.gz	raw_reads/17_0593/R2.fq.gz	Kulumsa
Radhakrishnan et al., 2019	17.0595	17_0595	2017/08/29	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	K62954A	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	K62954A	Infected Leaf	Unknown	Yellow Rust	Assasa	Ethiopia	Unknown	Unknown	raw_reads/17_0595/R1.fq.gz	raw_reads/17_0595/R2.fq.gz	Kulumsa
Radhakrishnan et al., 2019	17.0600	17_0600	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Galema	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Galema	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0600/R1.fq.gz	raw_reads/17_0600/R2.fq.gz	Kulumsa
Radhakrishnan et al., 2019	17.0602	17_0602	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Lemu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Lemu	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0602/R1.fq.gz	raw_reads/17_0602/R2.fq.gz	Kulumsa
Radhakrishnan et al., 2019	17.0611	17_0611	2017/12/01	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/17_0611/R1.fq.gz	raw_reads/17_0611/R2.fq.gz	David Hodson
Radhakrishnan et al., 2019	17.0612	17_0612	2017/12/01	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/17_0612/R1.fq.gz	raw_reads/17_0612/R2.fq.gz	David Hodson
Radhakrishnan et al., 2019	17.0613	17_0613	2017/12/01	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/17_0613/R1.fq.gz	raw_reads/17_0613/R2.fq.gz	David Hodson
Radhakrishnan et al., 2019	17.0614	17_0614	2017/12/01	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/17_0614/R1.fq.gz	raw_reads/17_0614/R2.fq.gz	David Hodson
Radhakrishnan et al., 2019	17.0615	17_0615	2017/12/01	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/17_0615/R1.fq.gz	raw_reads/17_0615/R2.fq.gz	David Hodson
Radhakrishnan et al., 2019	16.0551	16_0551	2016/04/04	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Heading	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Heading	Yellow Rust	Woodland, California	USA	60	Unknown	raw_reads/16_0551/R1.fq.gz	raw_reads/16_0551/R2.fq.gz	Xianming Chen
Radhakrishnan et al., 2019	16.0554	16_0554	2016/05/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Seedway	Infected Leaf	Heading	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Seedway	Infected Leaf	Heading	Yellow Rust	Weedsport, New York	USA	80	Unknown	raw_reads/16_0554/R1.fq.gz	raw_reads/16_0554/R2.fq.gz	Xianming Chen
Radhakrishnan et al., 2019	16.0555	16_0555	2016/05/23	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	K505hw14	Infected Leaf	Feekes 10.2	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	K505hw14	Infected Leaf	Feekes 10.2	Yellow Rust	Lansing/Mason, Michigan	USA	60	Unknown	raw_reads/16_0555/R1.fq.gz	raw_reads/16_0555/R2.fq.gz	Xianming Chen
Radhakrishnan et al., 2019	16.0772	16_0772	2016/10/18	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	GS 71-77	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	GS 71-77	Yellow Rust	Napier	South Africa	50-75	None	raw_reads/16_0772/R1.fq.gz	raw_reads/16_0772/R2.fq.gz	Driecus Lesch
Radhakrishnan et al., 2019	16.0782	16_0782	2016/11/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Nanhu Zhuanglang Pingliang	China	Unknown	Unknown	raw_reads/16_0782/R1.fq.gz	raw_reads/16_0782/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0787	16_0787	2016/11/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Nanhu Zhuanglang Pingliang	China	Unknown	Unknown	raw_reads/16_0787/R1.fq.gz	raw_reads/16_0787/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0788	16_0788	2016/11/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Pingnan Qinzhou Tianshui	China	Unknown	Unknown	raw_reads/16_0788/R1.fq.gz	raw_reads/16_0788/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0790	16_0790	2016/11/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Pingnan Qinzhou Tianshui	China	Unknown	Unknown	raw_reads/16_0790/R1.fq.gz	raw_reads/16_0790/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0791	16_0791	2016/11/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Pingnan Qinzhou Tianshui	China	Unknown	Unknown	raw_reads/16_0791/R1.fq.gz	raw_reads/16_0791/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0793	16_0793	2016/11/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Pingnan Qinzhou Tianshui	China	Unknown	Unknown	raw_reads/16_0793/R1.fq.gz	raw_reads/16_0793/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0797	16_0797	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0797/R1.fq.gz	raw_reads/16_0797/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0798	16_0798	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0798/R1.fq.gz	raw_reads/16_0798/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0799	16_0799	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0799/R1.fq.gz	raw_reads/16_0799/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0800	16_0800	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0800/R1.fq.gz	raw_reads/16_0800/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0801	16_0801	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0801/R1.fq.gz	raw_reads/16_0801/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0802	16_0802	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0802/R1.fq.gz	raw_reads/16_0802/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0803	16_0803	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0803/R1.fq.gz	raw_reads/16_0803/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0006	17_0006	2017/04/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Ruby Lee	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Ruby Lee	Infected Leaf	Unknown	Yellow Rust	Chickasha, Oklahoma	USA	Unknown	Unknown	raw_reads/17_0006/R1.fq.gz	raw_reads/17_0006/R2.fq.gz	Marla Barnett
Radhakrishnan et al., 2019	17.0007	17_0007	2017/04/11	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Snowmass	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Snowmass	Infected Leaf	Unknown	Yellow Rust	Altus, Oklahoma	USA	Unknown	Unknown	raw_reads/17_0007/R1.fq.gz	raw_reads/17_0007/R2.fq.gz	Marla Barnett
Radhakrishnan et al., 2019	17.0008	17_0008	2017/04/25	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	LCS 2141	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	LCS 2141	Infected Leaf	Unknown	Yellow Rust	Wichita, Kansas	USA	Unknown	Unknown	raw_reads/17_0008/R1.fq.gz	raw_reads/17_0008/R2.fq.gz	Marla Barnett
Radhakrishnan et al., 2019	17.0009	17_0009	2017/04/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	LCS Compass	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	LCS Compass	Infected Leaf	Unknown	Yellow Rust	Wichita, Kansas	USA	Unknown	Unknown	raw_reads/17_0009/R1.fq.gz	raw_reads/17_0009/R2.fq.gz	Marla Barnett
Radhakrishnan et al., 2019	17.0021	17_0021	2017/05/25	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	NC13142-33	Infected Leaf	10.5.4	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	NC13142-33	Infected Leaf	10.5.4	Yellow Rust	Lafayette, Indiana	USA	70	Unknown	raw_reads/17_0021/R1.fq.gz	raw_reads/17_0021/R2.fq.gz	Tracy Richards
Radhakrishnan et al., 2019	17.0022	17_0022	2017/05/25	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	NC13142-35	Infected Leaf	10.5.4	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	NC13142-35	Infected Leaf	10.5.4	Yellow Rust	Lafayette, Indiana	USA	70	Unknown	raw_reads/17_0022/R1.fq.gz	raw_reads/17_0022/R2.fq.gz	Tracy Richards
Radhakrishnan et al., 2019	17.0023	17_0023	2017/05/25	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	NC13142-36	Infected Leaf	10.5.4	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	NC13142-36	Infected Leaf	10.5.4	Yellow Rust	Lafayette, Indiana	USA	70	Unknown	raw_reads/17_0023/R1.fq.gz	raw_reads/17_0023/R2.fq.gz	Tracy Richards
Radhakrishnan et al., 2019	17.0028	17_0028	2017/05/30	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Linz	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Linz	Infected Leaf	Unknown	Yellow Rust	Sandby	Sweden	Unknown	Unknown	raw_reads/17_0028/R1.fq.gz	raw_reads/17_0028/R2.fq.gz	Tina Henriksson
Radhakrishnan et al., 2019	17.0029	17_0029	2017/05/30	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Linz	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Linz	Infected Leaf	Unknown	Yellow Rust	Sandby	Sweden	Unknown	Unknown	raw_reads/17_0029/R1.fq.gz	raw_reads/17_0029/R2.fq.gz	Tina Henriksson
Radhakrishnan et al., 2019	17.0030	17_0030	2017/06/02	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kranich	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	Unknown	Unknown	raw_reads/17_0030/R1.fq.gz	raw_reads/17_0030/R2.fq.gz	Tina Henriksson
Radhakrishnan et al., 2019	17.0031	17_0031	2017/06/02	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Norin	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Norin	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	Unknown	Unknown	raw_reads/17_0031/R1.fq.gz	raw_reads/17_0031/R2.fq.gz	Tina Henriksson
Radhakrishnan et al., 2019	17.0057	17_0057	2017/06/13	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Otto	Infected Leaf	Flowering	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Otto	Infected Leaf	Flowering	Yellow Rust	Walla Walla, Washington	USA	10	Unknown	raw_reads/17_0057/R1.fq.gz	raw_reads/17_0057/R2.fq.gz	Jay Kalous
Radhakrishnan et al., 2019	17.0058	17_0058	2017/06/13	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Artdeco	Infected Leaf	Flowering	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Artdeco	Infected Leaf	Flowering	Yellow Rust	Walla Walla, Washington	USA	70	Unknown	raw_reads/17_0058/R1.fq.gz	raw_reads/17_0058/R2.fq.gz	Jay Kalous
Radhakrishnan et al., 2019	17.0089	17_0089	2017/06/15	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kranich	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	50	None	raw_reads/17_0089/R1.fq.gz	raw_reads/17_0089/R2.fq.gz	Tina Henriksson
Radhakrishnan et al., 2019	17.0090	17_0090	2017/06/15	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	555012	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	555012	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	70	None	raw_reads/17_0090/R1.fq.gz	raw_reads/17_0090/R2.fq.gz	Tina Henriksson
Radhakrishnan et al., 2019	17.0504	17_0504	2017/10/11	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kakaba	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kakaba	Infected Leaf	Unknown	Yellow Rust	Ilu kobo	Ethiopia	Unknown	Unknown	raw_reads/17_0504/R1.fq.gz	raw_reads/17_0504/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0505	17_0505	2017/10/11	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Dandaa	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Dandaa	Infected Leaf	Unknown	Yellow Rust	Gurage Zone	Ethiopia	Unknown	Unknown	raw_reads/17_0505/R1.fq.gz	raw_reads/17_0505/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0507	17_0507	2017/10/12	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Limo Lereba Roma	Ethiopia	Unknown	Unknown	raw_reads/17_0507/R1.fq.gz	raw_reads/17_0507/R2.fq.gz	David, gebre and yoseph
Schwessinger et al., 2018	Pst 104E137A-: Ungerminated Spores	SRR6043979	1979	Puccinia Striiformis f. sp. Tritici	Schwessinger et al., 2018	Schwessinger et al., 2018	None	N/A	Ungerminated Spores	N/A	Yellow Rust	https://doi.org/10.1128/mBio.02275-17	N/A	Ungerminated Spores	N/A	Yellow Rust	Australia	Australia	Unknown	Unknown	raw_reads/SRR6043979/R1.fq.gz	raw_reads/SRR6043979/R2.fq.gz	Unknown
Schwessinger et al., 2018	Pst 104E137A-: Ungerminated Spores	SRR6043978	1979	Puccinia Striiformis f. sp. Tritici	Schwessinger et al., 2018	Schwessinger et al., 2018	None	N/A	Ungerminated Spores	N/A	Yellow Rust	https://doi.org/10.1128/mBio.02275-17	N/A	Ungerminated Spores	N/A	Yellow Rust	Australia	Australia	Unknown	Unknown	raw_reads/SRR6043978/R1.fq.gz	raw_reads/SRR6043978/R2.fq.gz	Unknown
Schwessinger et al., 2018	Pst 104E137A-: Haustoria Enriched	SRR6043977	1979	Puccinia Striiformis f. sp. Tritici	Schwessinger et al., 2018	Schwessinger et al., 2018	Triticum aestivum	Morocco	Haustoria	N/A	Yellow Rust	https://doi.org/10.1128/mBio.02275-17	Morocco	Haustoria	N/A	Yellow Rust	Australia	Australia	Unknown	Unknown	raw_reads/SRR6043977/R1.fq.gz	raw_reads/SRR6043977/R2.fq.gz	Unknown
Schwessinger et al., 2018	Pst 104E137A-: Haustoria Enriched	SRR6043976	1979	Puccinia Striiformis f. sp. Tritici	Schwessinger et al., 2018	Schwessinger et al., 2018	Triticum aestivum	Morocco	Haustoria	N/A	Yellow Rust	https://doi.org/10.1128/mBio.02275-17	Morocco	Haustoria	N/A	Yellow Rust	Australia	Australia	Unknown	Unknown	raw_reads/SRR6043976/R1.fq.gz	raw_reads/SRR6043976/R2.fq.gz	Unknown
Schwessinger et al., 2018	Pst 104E137A-: Germinated Spores	SRR6043975	1979	Puccinia Striiformis f. sp. Tritici	Schwessinger et al., 2018	Schwessinger et al., 2018	None	N/A	Germinating Spores	N/A	Yellow Rust	https://doi.org/10.1128/mBio.02275-17	N/A	Germinating Spores	N/A	Yellow Rust	Australia	Australia	Unknown	Unknown	raw_reads/SRR6043975/R1.fq.gz	raw_reads/SRR6043975/R2.fq.gz	Unknown
Schwessinger et al., 2018	Pst 104E137A-: Haustoria Enriched	SRR6043974	1979	Puccinia Striiformis f. sp. Tritici	Schwessinger et al., 2018	Schwessinger et al., 2018	Triticum aestivum	Morocco	Haustoria	N/A	Yellow Rust	https://doi.org/10.1128/mBio.02275-17	Morocco	Haustoria	N/A	Yellow Rust	Australia	Australia	Unknown	Unknown	raw_reads/SRR6043974/R1.fq.gz	raw_reads/SRR6043974/R2.fq.gz	Unknown
Schwessinger et al., 2018	Pst 104E137A-: Germinated Spores	SRR6043973	1979	Puccinia Striiformis f. sp. Tritici	Schwessinger et al., 2018	Schwessinger et al., 2018	None	N/A	Germinating Spores	N/A	Yellow Rust	https://doi.org/10.1128/mBio.02275-17	N/A	Germinating Spores	N/A	Yellow Rust	Australia	Australia	Unknown	Unknown	raw_reads/SRR6043973/R1.fq.gz	raw_reads/SRR6043973/R2.fq.gz	Unknown
Schwessinger et al., 2018	Pst 104E137A-: Germinated Spores	SRR6043972	1979	Puccinia Striiformis f. sp. Tritici	Schwessinger et al., 2018	Schwessinger et al., 2018	None	N/A	Germinating Spores	N/A	Yellow Rust	https://doi.org/10.1128/mBio.02275-17	N/A	Germinating Spores	N/A	Yellow Rust	Australia	Australia	Unknown	Unknown	raw_reads/SRR6043972/R1.fq.gz	raw_reads/SRR6043972/R2.fq.gz	Unknown
Schwessinger et al., 2018	Pst 104E137A-: Ungerminated Spores	SRR6043971	1979	Puccinia Striiformis f. sp. Tritici	Schwessinger et al., 2018	Schwessinger et al., 2018	None	N/A	Ungerminated Spores	N/A	Yellow Rust	https://doi.org/10.1128/mBio.02275-17	N/A	Ungerminated Spores	N/A	Yellow Rust	Australia	Australia	Unknown	Unknown	raw_reads/SRR6043971/R1.fq.gz	raw_reads/SRR6043971/R2.fq.gz	Unknown
